'sample interval','BP'
17577,83.710
17578,83.710
17579,82.933
17580,82.673
17581,82.544
17582,82.155
17583,81.766
17584,81.248
17585,81.248
17586,80.859
17587,80.989
17588,80.471
17589,80.341
17590,79.952
17591,79.693
17592,79.693
17593,79.304
17594,79.045
17595,79.045
17596,78.656
17597,78.527
17598,78.138
17599,78.268
17600,78.138
17601,78.138
17602,77.620
17603,77.620
17604,77.231
17605,77.101
17606,76.972
17607,76.583
17608,76.453
17609,76.583
17610,76.453
17611,75.806
17612,75.935
17613,75.676
17614,75.287
17615,75.028
17616,75.028
17617,74.769
17618,74.510
17619,74.380
17620,73.732
17621,73.862
17622,73.473
17623,73.084
17624,72.955
17625,72.955
17626,72.696
17627,72.696
17628,72.177
17629,71.918
17630,71.789
17631,71.529
17632,71.400
17633,71.141
17634,71.141
17635,70.881
17636,70.881
17637,70.363
17638,70.363
17639,70.104
17640,69.845
17641,69.715
17642,69.845
17643,69.586
17644,69.326
17645,69.326
17646,69.197
17647,69.067
17648,68.808
17649,68.549
17650,68.808
17651,68.549
17652,68.808
17653,68.549
17654,68.419
17655,68.808
17656,68.938
17657,68.808
17658,69.845
17659,70.881
17660,72.566
17661,74.380
17662,76.713
17663,79.434
17664,82.544
17665,84.358
17666,88.375
17667,91.615
17668,94.984
17669,98.353
17670,101.981
17671,105.609
17672,109.108
17673,112.477
17674,115.587
17675,118.568
17676,121.159
17677,123.362
17678,125.565
17679,127.250
17680,128.416
17681,129.582
17682,129.582
17683,129.712
17684,129.323
17685,128.416
17686,127.638
17687,125.954
17688,124.399
17689,122.714
17690,120.511
17691,118.568
17692,116.494
17693,114.291
17694,112.218
17695,110.015
17696,107.942
17697,106.257
17698,104.573
17699,103.018
17700,101.463
17701,99.908
17702,98.742
17703,97.835
17704,96.798
17705,95.761
17706,95.372
17707,94.854
17708,94.465
17709,94.077
17710,93.558
17711,93.040
17712,92.910
17713,92.910
17714,92.522
17715,92.003
17716,91.615
17717,91.355
17718,90.708
17719,90.060
17720,89.541
17721,89.023
17722,87.986
17723,87.338
17724,86.820
17725,86.302
17726,85.783
17727,85.265
17728,84.617
17729,84.747
17730,84.358
17731,84.358
17732,83.969
17733,84.358
17734,84.358
17735,84.747
17736,84.876
17737,85.006
17738,85.913
17739,86.302
17740,86.690
17741,87.209
17742,87.857
17743,88.505
17744,88.764
17745,89.282
17746,89.930
17747,90.060
17748,90.448
17749,90.448
17750,90.448
17751,90.837
17752,90.578
17753,90.837
17754,90.708
17755,90.448
17756,90.060
17757,90.060
17758,89.541
17759,89.153
17760,88.505
17761,87.986
17762,87.468
17763,87.209
17764,86.690
17765,85.783
17766,85.524
17767,85.265
17768,84.228
17769,83.581
17770,83.321
17771,82.803
17772,82.414
17773,81.766
17774,81.507
17775,80.859
17776,80.600
17777,79.952
17778,80.211
17779,79.823
17780,79.434
17781,79.175
17782,78.656
17783,78.656
17784,78.656
17785,78.527
17786,78.008
17787,77.879
17788,78.008
17789,77.749
17790,77.749
17791,77.620
17792,77.620
17793,77.620
17794,77.361
17795,77.361
17796,76.972
17797,76.972
17798,77.101
17799,77.101
17800,76.713
17801,76.713
17802,76.583
17803,76.453
17804,76.194
17805,76.324
17806,76.194
17807,75.935
17808,75.806
17809,75.806
17810,75.676
17811,75.546
17812,75.546
17813,75.028
17814,75.287
17815,74.639
17816,74.639
17817,74.510
17818,74.251
17819,73.862
17820,73.732
17821,73.473
17822,73.214
17823,72.696
17824,72.436
17825,72.566
17826,72.048
17827,71.918
17828,71.659
17829,71.659
17830,71.400
17831,71.270
17832,70.881
17833,70.881
17834,70.752
17835,70.752
17836,70.104
17837,69.974
17838,69.845
17839,69.974
17840,69.845
17841,69.715
17842,69.456
17843,69.197
17844,68.938
17845,68.808
17846,68.938
17847,68.679
17848,68.808
17849,68.808
17850,68.679
17851,69.326
17852,69.715
17853,69.974
17854,71.141
17855,72.566
17856,74.899
17857,77.101
17858,79.952
17859,82.803
17860,86.043
17861,89.282
17862,92.651
17863,96.668
17864,100.556
17865,104.054
17866,107.812
17867,111.570
17868,115.069
17869,118.438
17870,121.678
17871,124.399
17872,126.991
17873,129.064
17874,131.008
17875,132.433
17876,133.470
17877,133.599
17878,133.858
17879,133.470
17880,132.692
17881,131.526
17882,129.971
17883,128.416
17884,126.731
17885,124.788
17886,122.455
17887,120.382
17888,118.568
17889,116.235
17890,114.162
17891,112.348
17892,110.404
17893,108.719
17894,107.294
17895,105.869
17896,104.702
17897,103.407
17898,102.500
17899,101.981
17900,100.945
17901,100.426
17902,100.297
17903,99.908
17904,99.519
17905,99.390
17906,99.260
17907,99.001
17908,99.001
17909,99.260
17910,98.871
17911,98.871
17912,98.742
17913,98.482
17914,98.223
17915,97.446
17916,96.927
17917,96.409
17918,95.891
17919,95.113
17920,94.206
17921,93.558
17922,92.522
17923,92.133
17924,91.485
17925,90.578
17926,90.060
17927,89.800
17928,89.412
17929,89.153
17930,89.023
17931,88.634
17932,88.634
17933,88.893
17934,88.634
17935,89.023
17936,89.023
17937,89.541
17938,89.800
17939,90.448
17940,90.708
17941,90.967
17942,91.485
17943,91.485
17944,92.003
17945,92.133
17946,92.133
17947,92.133
17948,92.522
17949,92.522
17950,92.651
17951,92.263
17952,92.133
17953,92.003
17954,91.744
17955,91.355
17956,91.355
17957,90.578
17958,90.448
17959,90.189
17960,89.800
17961,88.893
17962,88.505
17963,87.986
17964,87.468
17965,87.468
17966,86.690
17967,86.172
17968,85.913
17969,85.135
17970,84.876
17971,84.358
17972,83.969
17973,83.840
17974,83.192
17975,82.803
17976,82.803
17977,82.414
17978,81.766
17979,81.766
17980,81.507
17981,81.248
17982,80.989
17983,80.859
17984,80.600
17985,80.341
17986,80.082
17987,80.211
17988,79.823
17989,79.693
17990,79.175
17991,79.304
17992,79.175
17993,78.656
17994,78.786
17995,78.527
17996,78.656
17997,78.138
17998,78.138
17999,78.008
18000,77.879
18001,77.620
18002,77.749
18003,77.361
18004,77.231
18005,77.101
18006,77.101
18007,76.713
18008,76.713
18009,76.324
18010,76.324
18011,75.935
18012,75.546
18013,75.546
18014,75.158
18015,75.028
18016,74.899
18017,75.028
18018,74.899
18019,74.251
18020,74.380
18021,74.121
18022,73.862
18023,73.862
18024,73.473
18025,73.473
18026,73.344
18027,73.084
18028,72.566
18029,72.566
18030,72.436
18031,72.436
18032,71.918
18033,71.918
18034,71.918
18035,71.529
18036,71.270
18037,71.011
18038,70.881
18039,70.881
18040,70.493
18041,70.493
18042,70.363
18043,70.234
18044,70.104
18045,70.104
18046,69.845
18047,70.881
18048,71.400
18049,72.177
18050,73.732
18051,75.546
18052,78.008
18053,80.341
18054,83.451
18055,86.690
18056,90.189
18057,93.558
18058,97.316
18059,101.074
18060,105.091
18061,109.108
18062,112.996
18063,116.494
18064,120.123
18065,123.492
18066,126.731
18067,129.193
18068,131.785
18069,133.858
18070,135.413
18071,136.450
18072,137.098
18073,137.487
18074,137.487
18075,136.709
18076,136.061
18077,134.636
18078,133.081
18079,131.396
18080,129.971
18081,127.509
18082,125.695
18083,123.881
18084,121.937
18085,120.123
18086,118.438
18087,116.624
18088,115.199
18089,113.644
18090,112.218
18091,111.441
18092,110.534
18093,109.367
18094,108.979
18095,108.201
18096,108.072
18097,107.683
18098,107.683
18099,107.035
18100,107.164
18101,107.294
18102,107.424
18103,107.424
18104,107.553
18105,107.553
18106,107.553
18107,107.553
18108,107.553
18109,107.164
18110,107.164
18111,106.646
18112,106.128
18113,105.350
18114,104.573
18115,103.666
18116,102.629
18117,101.592
18118,100.167
18119,99.130
18120,98.223
18121,97.316
18122,96.280
18123,95.372
18124,94.595
18125,94.077
18126,93.429
18127,93.040
18128,92.263
18129,92.003
18130,92.003
18131,91.615
18132,91.615
18133,91.485
18134,91.615
18135,91.874
18136,92.003
18137,92.263
18138,92.522
18139,93.170
18140,93.170
18141,93.688
18142,93.947
18143,94.206
18144,94.336
18145,94.595
18146,94.725
18147,94.725
18148,94.984
18149,94.725
18150,94.984
18151,94.984
18152,94.984
18153,94.595
18154,94.206
18155,94.206
18156,93.429
18157,93.299
18158,93.040
18159,92.263
18160,92.133
18161,91.615
18162,91.226
18163,90.837
18164,90.319
18165,89.930
18166,89.541
18167,88.764
18168,88.375
18169,87.986
18170,87.598
18171,87.468
18172,86.690
18173,86.561
18174,85.913
18175,85.524
18176,85.524
18177,84.876
18178,84.488
18179,84.228
18180,84.228
18181,83.840
18182,83.321
18183,83.321
18184,83.062
18185,82.803
18186,82.285
18187,82.285
18188,82.285
18189,81.766
18190,81.766
18191,81.637
18192,81.507
18193,81.248
18194,80.730
18195,80.600
18196,80.341
18197,80.211
18198,80.211
18199,79.823
18200,79.823
18201,79.693
18202,79.434
18203,78.786
18204,79.045
18205,78.656
18206,78.786
18207,78.527
18208,78.138
18209,78.138
18210,77.879
18211,77.749
18212,77.620
18213,77.231
18214,77.361
18215,76.842
18216,76.972
18217,76.324
18218,76.453
18219,76.065
18220,75.935
18221,75.806
18222,75.546
18223,75.417
18224,75.028
18225,74.899
18226,74.639
18227,74.639
18228,74.510
18229,74.121
18230,73.991
18231,73.991
18232,73.473
18233,73.473
18234,73.214
18235,73.214
18236,72.955
18237,72.825
18238,72.566
18239,72.436
18240,72.436
18241,72.177
18242,72.307
18243,71.918
18244,72.048
18245,72.048
18246,72.436
18247,72.696
18248,73.473
18249,74.510
18250,76.065
18251,78.008
18252,79.952
18253,82.803
18254,85.913
18255,89.153
18256,92.392
18257,95.502
18258,99.649
18259,103.536
18260,107.164
18261,110.793
18262,114.680
18263,118.309
18264,121.678
18265,125.047
18266,127.509
18267,130.360
18268,132.692
18269,134.506
18270,135.673
18271,136.968
18272,137.487
18273,137.746
18274,137.228
18275,136.450
18276,135.543
18277,134.506
18278,132.563
18279,131.137
18280,129.323
18281,127.379
18282,125.306
18283,123.492
18284,121.678
18285,120.123
18286,118.568
18287,116.494
18288,115.328
18289,113.773
18290,112.737
18291,111.311
18292,110.534
18293,110.015
18294,109.108
18295,108.719
18296,108.201
18297,108.201
18298,107.683
18299,107.553
18300,107.424
18301,107.683
18302,107.812
18303,107.553
18304,108.072
18305,107.683
18306,107.553
18307,107.683
18308,107.424
18309,107.164
18310,106.905
18311,106.128
18312,105.609
18313,105.091
18314,103.925
18315,102.370
18316,101.722
18317,100.556
18318,99.519
18319,98.482
18320,97.316
18321,96.150
18322,95.243
18323,94.854
18324,93.688
18325,93.558
18326,92.910
18327,92.392
18328,91.874
18329,91.615
18330,91.615
18331,91.744
18332,91.615
18333,91.874
18334,91.874
18335,92.263
18336,92.522
18337,92.522
18338,93.170
18339,93.429
18340,93.558
18341,94.206
18342,94.206
18343,94.595
18344,94.725
18345,94.725
18346,94.984
18347,94.984
18348,95.243
18349,95.243
18350,94.984
18351,94.984
18352,94.725
18353,94.465
18354,93.947
18355,93.947
18356,93.688
18357,93.170
18358,92.522
18359,92.263
18360,91.615
18361,91.096
18362,90.578
18363,90.578
18364,89.671
18365,89.541
18366,89.023
18367,88.505
18368,88.245
18369,87.857
18370,87.079
18371,86.950
18372,86.431
18373,86.172
18374,85.783
18375,85.524
18376,85.265
18377,85.006
18378,84.488
18379,84.488
18380,84.488
18381,83.969
18382,83.581
18383,83.321
18384,83.192
18385,82.673
18386,82.803
18387,82.155
18388,82.285
18389,81.766
18390,81.637
18391,81.378
18392,81.118
18393,80.989
18394,80.859
18395,80.341
18396,80.471
18397,80.211
18398,80.211
18399,79.823
18400,79.693
18401,79.304
18402,79.434
18403,79.175
18404,79.175
18405,78.786
18406,78.656
18407,78.397
18408,78.397
18409,78.138
18410,77.879
18411,77.620
18412,77.490
18413,77.361
18414,77.101
18415,76.713
18416,76.583
18417,76.583
18418,76.194
18419,75.676
18420,75.546
18421,75.676
18422,75.417
18423,75.028
18424,74.899
18425,74.510
18426,74.639
18427,74.121
18428,74.251
18429,73.991
18430,73.862
18431,73.603
18432,73.473
18433,73.473
18434,73.473
18435,72.825
18436,72.955
18437,72.566
18438,72.566
18439,72.436
18440,72.436
18441,72.048
18442,71.789
18443,71.918
18444,71.918
18445,71.659
18446,71.789
18447,71.400
18448,71.529
18449,71.789
18450,71.918
18451,72.307
18452,72.955
18453,73.732
18454,75.158
18455,77.101
18456,79.563
18457,82.026
18458,84.876
18459,87.986
18460,90.708
18461,94.465
18462,97.835
18463,101.463
18464,104.962
18465,108.590
18466,111.959
18467,115.846
18468,119.086
18469,122.196
18470,124.658
18471,127.379
18472,129.453
18473,131.137
18474,131.785
18475,133.599
18476,133.729
18477,133.988
18478,133.729
18479,132.822
18480,131.656
18481,130.360
18482,128.934
18483,127.120
18484,125.436
18485,123.233
18486,121.678
18487,119.475
18488,117.661
18489,115.846
18490,114.291
18491,112.348
18492,110.663
18493,109.756
18494,108.331
18495,106.646
18496,106.128
18497,105.091
18498,104.573
18499,103.666
18500,103.407
18501,102.759
18502,102.888
18503,102.629
18504,102.500
18505,102.500
18506,102.111
18507,101.981
18508,102.111
18509,101.981
18510,101.722
18511,101.592
18512,101.074
18513,100.815
18514,99.908
18515,99.260
18516,98.742
18517,97.835
18518,96.798
18519,95.891
18520,94.984
18521,94.336
18522,93.558
18523,92.522
18524,92.133
18525,91.615
18526,90.967
18527,90.578
18528,90.319
18529,90.060
18530,89.930
18531,89.930
18532,90.060
18533,90.189
18534,90.448
18535,90.578
18536,91.226
18537,91.096
18538,92.003
18539,92.263
18540,92.651
18541,92.910
18542,93.170
18543,93.688
18544,94.077
18545,94.206
18546,94.206
18547,94.725
18548,94.725
18549,94.465
18550,94.206
18551,94.465
18552,94.206
18553,93.818
18554,93.558
18555,93.688
18556,92.910
18557,92.392
18558,92.133
18559,91.485
18560,91.096
18561,90.578
18562,90.060
18563,89.671
18564,89.412
18565,88.893
18566,88.245
18567,87.727
18568,87.468
18569,86.950
18570,86.431
18571,86.302
18572,85.913
18573,85.395
18574,84.876
18575,84.617
18576,84.358
18577,84.358
18578,83.969
18579,83.710
18580,83.321
18581,83.192
18582,82.933
18583,82.933
18584,82.285
18585,82.544
18586,82.155
18587,81.896
18588,81.766
18589,81.766
18590,81.507
18591,81.248
18592,81.248
18593,81.248
18594,81.248
18595,80.471
18596,80.471
18597,80.730
18598,80.211
18599,79.952
18600,80.211
18601,79.952
18602,79.952
18603,79.434
18604,79.175
18605,79.045
18606,78.656
18607,78.786
18608,78.397
18609,78.527
18610,78.268
18611,78.008
18612,77.620
18613,77.361
18614,77.101
18615,77.101
18616,76.583
18617,76.324
18618,76.324
18619,76.065
18620,75.806
18621,75.417
18622,75.287
18623,75.028
18624,74.769
18625,74.639
18626,74.510
18627,74.251
18628,74.251
18629,73.991
18630,73.862
18631,73.473
18632,73.473
18633,73.214
18634,73.214
18635,72.955
18636,73.084
18637,72.566
18638,72.825
18639,72.696
18640,72.955
18641,72.436
18642,72.307
18643,72.048
18644,72.307
18645,71.918
18646,72.307
18647,71.918
18648,72.307
18649,72.696
18650,72.955
18651,73.603
18652,74.510
18653,76.194
18654,77.879
18655,80.341
18656,82.803
18657,85.783
18658,89.023
18659,92.133
18660,95.243
18661,99.001
18662,102.240
18663,105.998
18664,109.756
18665,113.384
18666,116.365
18667,119.734
18668,122.714
18669,125.176
18670,127.638
18671,129.712
18672,131.008
18673,132.174
18674,132.563
18675,133.081
18676,133.210
18677,132.692
18678,131.785
18679,130.619
18680,129.453
18681,127.509
18682,125.954
18683,124.269
18684,122.326
18685,120.382
18686,118.568
18687,116.754
18688,114.810
18689,113.125
18690,111.570
18691,109.886
18692,108.590
18693,107.424
18694,106.387
18695,105.609
18696,104.573
18697,104.054
18698,103.536
18699,103.018
18700,102.759
18701,102.500
18702,102.370
18703,102.500
18704,102.240
18705,102.240
18706,101.981
18707,101.981
18708,101.852
18709,101.722
18710,101.463
18711,101.074
18712,100.426
18713,99.908
18714,99.390
18715,98.353
18716,97.316
18717,96.539
18718,95.761
18719,94.984
18720,94.206
18721,93.558
18722,92.651
18723,92.133
18724,91.615
18725,91.355
18726,91.096
18727,90.708
18728,90.837
18729,90.708
18730,90.837
18731,91.096
18732,90.967
18733,91.615
18734,91.874
18735,92.522
18736,93.040
18737,93.170
18738,93.688
18739,94.206
18740,94.854
18741,94.984
18742,95.502
18743,95.502
18744,96.280
18745,96.280
18746,96.280
18747,96.150
18748,96.280
18749,95.891
18750,95.761
18751,95.502
18752,94.984
18753,94.725
18754,94.465
18755,93.947
18756,93.429
18757,92.651
18758,92.392
18759,92.133
18760,91.615
18761,90.967
18762,90.319
18763,89.671
18764,89.023
18765,89.023
18766,88.245
18767,87.986
18768,87.598
18769,87.338
18770,86.950
18771,86.561
18772,86.172
18773,85.783
18774,85.395
18775,85.265
18776,85.265
18777,84.876
18778,84.617
18779,84.358
18780,84.099
18781,83.969
18782,83.969
18783,83.710
18784,83.451
18785,83.321
18786,83.321
18787,82.933
18788,82.803
18789,82.803
18790,82.544
18791,82.285
18792,82.155
18793,82.285
18794,82.026
18795,81.766
18796,81.766
18797,81.766
18798,81.766
18799,81.507
18800,81.248
18801,80.859
18802,80.471
18803,80.600
18804,80.600
18805,80.082
18806,79.693
18807,79.693
18808,79.434
18809,79.304
18810,79.175
18811,78.786
18812,78.527
18813,78.527
18814,78.138
18815,78.268
18816,77.620
18817,77.361
18818,77.361
18819,76.972
18820,76.713
18821,76.583
18822,76.583
18823,76.194
18824,76.324
18825,75.935
18826,75.806
18827,75.676
18828,75.417
18829,75.158
18830,74.899
18831,74.769
18832,74.639
18833,74.251
18834,74.380
18835,73.991
18836,73.991
18837,73.991
18838,73.862
18839,73.991
18840,73.991
18841,73.862
18842,74.380
18843,74.639
18844,75.546
18845,76.583
18846,78.138
18847,80.082
18848,82.414
18849,84.876
18850,88.116
18851,91.226
18852,94.465
18853,98.353
18854,101.981
18855,105.609
18856,109.756
18857,113.514
18858,117.142
18859,120.641
18860,124.399
18861,127.379
18862,129.971
18863,132.563
18864,134.636
18865,136.709
18866,137.487
18867,138.264
18868,138.783
18869,138.783
18870,138.135
18871,137.616
18872,136.320
18873,135.025
18874,133.470
18875,131.785
18876,129.971
18877,128.157
18878,126.343
18879,124.269
18880,122.714
18881,120.771
18882,119.604
18883,117.790
18884,116.494
18885,115.458
18886,114.291
18887,113.255
18888,112.607
18889,112.218
18890,111.441
18891,111.052
18892,110.793
18893,110.663
18894,110.404
18895,110.404
18896,110.534
18897,110.793
18898,110.793
18899,111.182
18900,111.311
18901,111.311
18902,111.182
18903,111.441
18904,110.922
18905,110.793
18906,110.663
18907,110.015
18908,109.367
18909,108.460
18910,107.683
18911,106.776
18912,105.350
18913,104.314
18914,103.277
18915,101.981
18916,100.945
18917,99.649
18918,99.001
18919,97.964
18920,97.316
18921,96.668
18922,96.020
18923,95.113
18924,95.243
18925,94.984
18926,94.984
18927,94.854
18928,94.854
18929,94.984
18930,94.984
18931,95.761
18932,96.020
18933,96.280
18934,96.798
18935,97.057
18936,97.446
18937,97.575
18938,97.964
18939,98.353
18940,98.612
18941,98.742
18942,98.871
18943,98.871
18944,98.742
18945,98.871
18946,98.871
18947,98.612
18948,98.353
18949,98.094
18950,97.835
18951,97.316
18952,96.927
18953,96.668
18954,95.891
18955,95.761
18956,95.243
18957,94.725
18958,94.077
18959,93.688
18960,93.299
18961,92.781
18962,92.133
18963,92.003
18964,91.615
18965,90.967
18966,90.578
18967,90.319
18968,89.541
18969,89.541
18970,89.023
18971,89.023
18972,88.634
18973,88.116
18974,87.727
18975,86.950
18976,87.338
18977,86.950
18978,86.820
18979,86.302
18980,86.043
18981,85.913
18982,85.654
18983,85.265
18984,85.006
18985,84.876
18986,84.876
18987,84.617
18988,84.358
18989,84.228
18990,84.099
18991,83.710
18992,83.710
18993,83.451
18994,83.321
18995,83.321
18996,83.192
18997,82.673
18998,82.285
18999,82.414
19000,82.285
19001,82.026
19002,81.896
19003,81.766
19004,81.248
19005,81.378
19006,81.248
19007,80.989
19008,80.730
19009,80.600
19010,80.471
19011,80.211
19012,79.563
19013,79.823
19014,79.693
19015,79.175
19016,79.175
19017,79.175
19018,78.916
19019,78.527
19020,78.138
19021,78.268
19022,78.138
19023,78.138
19024,77.490
19025,77.361
19026,77.101
19027,77.231
19028,77.101
19029,76.583
19030,76.453
19031,76.194
19032,76.194
19033,75.806
19034,75.546
19035,75.806
19036,75.546
19037,75.676
19038,75.417
19039,75.676
19040,76.065
19041,76.583
19042,77.361
19043,78.656
19044,80.211
19045,82.155
19046,84.358
19047,87.338
19048,90.060
19049,93.558
19050,96.798
19051,100.426
19052,104.054
19053,108.201
19054,111.959
19055,115.976
19056,119.604
19057,123.492
19058,126.731
19059,129.712
19060,132.822
19061,135.025
19062,137.616
19063,138.912
19064,140.338
19065,140.985
19066,141.374
19067,141.245
19068,140.856
19069,139.819
19070,138.912
19071,137.746
19072,136.191
19073,134.636
19074,132.563
19075,131.008
19076,129.323
19077,127.898
19078,126.083
19079,124.269
19080,123.233
19081,122.066
19082,120.771
19083,119.604
19084,118.568
19085,118.179
19086,117.531
19087,116.883
19088,116.494
19089,116.365
19090,115.976
19091,116.106
19092,115.976
19093,116.106
19094,115.976
19095,116.106
19096,116.494
19097,116.494
19098,116.494
19099,116.883
19100,116.624
19101,117.013
19102,116.883
19103,116.754
19104,115.976
19105,115.717
19106,115.199
19107,114.421
19108,113.384
19109,112.218
19110,111.311
19111,109.886
19112,108.590
19113,107.164
19114,105.869
19115,104.702
19116,103.536
19117,102.500
19118,101.463
19119,100.685
19120,100.037
19121,99.260
19122,98.612
19123,98.353
19124,97.575
19125,97.316
19126,97.446
19127,97.187
19128,97.316
19129,97.316
19130,97.705
19131,98.094
19132,98.353
19133,98.353
19134,98.742
19135,99.130
19136,99.390
19137,99.778
19138,99.908
19139,100.037
19140,100.556
19141,100.556
19142,100.945
19143,100.685
19144,100.556
19145,100.685
19146,100.556
19147,100.556
19148,100.167
19149,99.908
19150,99.649
19151,99.390
19152,99.001
19153,98.612
19154,97.835
19155,97.835
19156,97.446
19157,96.798
19158,96.280
19159,95.761
19160,95.372
19161,94.984
19162,94.725
19163,93.947
19164,93.429
19165,93.040
19166,92.781
19167,92.263
19168,91.615
19169,91.226
19170,91.226
19171,90.319
19172,90.060
19173,89.800
19174,89.541
19175,89.153
19176,88.893
19177,88.764
19178,88.505
19179,88.116
19180,87.857
19181,87.857
19182,87.079
19183,86.950
19184,86.950
19185,86.431
19186,86.302
19187,86.172
19188,85.913
19189,85.524
19190,85.524
19191,85.395
19192,84.876
19193,84.876
19194,84.358
19195,84.617
19196,84.358
19197,84.228
19198,83.969
19199,83.969
19200,83.451
19201,83.581
19202,83.710
19203,83.581
19204,82.933
19205,82.803
19206,82.803
19207,82.544
19208,82.544
19209,82.285
19210,82.155
19211,81.766
19212,81.766
19213,81.248
19214,81.248
19215,81.118
19216,80.989
19217,80.471
19218,80.471
19219,80.211
19220,80.341
19221,79.693
19222,79.693
19223,79.563
19224,79.175
19225,79.175
19226,79.045
19227,79.045
19228,78.527
19229,78.268
19230,78.138
19231,78.138
19232,78.008
19233,77.620
19234,77.361
19235,77.361
19236,77.620
19237,77.101
19238,77.101
19239,76.583
19240,76.583
19241,76.583
19242,76.713
19243,76.583
19244,76.842
19245,77.490
19246,78.008
19247,79.175
19248,80.211
19249,82.155
19250,84.358
19251,86.950
19252,90.060
19253,93.170
19254,95.891
19255,99.390
19256,103.407
19257,107.035
19258,110.793
19259,114.421
19260,118.309
19261,121.937
19262,125.176
19263,128.416
19264,131.267
19265,133.858
19266,136.191
19267,137.875
19268,139.301
19269,139.949
19270,140.856
19271,140.856
19272,140.467
19273,139.819
19274,138.912
19275,137.357
19276,136.061
19277,134.636
19278,132.822
19279,131.008
19280,129.064
19281,127.379
19282,126.083
19283,124.269
19284,122.844
19285,121.678
19286,120.382
19287,119.345
19288,118.179
19289,117.531
19290,116.883
19291,116.365
19292,116.106
19293,115.458
19294,115.328
19295,115.458
19296,115.199
19297,115.328
19298,115.328
19299,115.717
19300,115.458
19301,115.587
19302,115.846
19303,115.976
19304,115.976
19305,115.976
19306,115.458
19307,115.458
19308,114.939
19309,114.421
19310,113.644
19311,112.477
19312,111.829
19313,110.793
19314,109.367
19315,108.201
19316,107.035
19317,105.739
19318,104.573
19319,103.536
19320,102.111
19321,101.204
19322,100.685
19323,99.908
19324,99.390
19325,98.612
19326,98.482
19327,98.094
19328,97.446
19329,97.446
19330,97.446
19331,97.705
19332,97.575
19333,97.835
19334,97.835
19335,98.353
19336,98.612
19337,98.871
19338,99.130
19339,99.390
19340,99.519
19341,99.908
19342,100.167
19343,100.167
19344,100.426
19345,100.556
19346,100.685
19347,100.426
19348,100.426
19349,100.556
19350,100.167
19351,99.908
19352,99.519
19353,99.390
19354,98.871
19355,98.353
19356,98.353
19357,97.964
19358,97.187
19359,97.057
19360,96.539
19361,96.020
19362,95.502
19363,95.243
19364,94.984
19365,94.206
19366,93.818
19367,93.558
19368,93.170
19369,92.522
19370,92.392
19371,91.615
19372,91.874
19373,91.096
19374,90.967
19375,90.319
19376,90.189
19377,89.930
19378,89.541
19379,89.023
19380,89.023
19381,88.634
19382,88.634
19383,88.375
19384,88.116
19385,87.857
19386,87.598
19387,87.598
19388,87.209
19389,86.690
19390,86.690
19391,86.302
19392,85.913
19393,85.395
19394,85.913
19395,85.783
19396,85.135
19397,85.135
19398,84.876
19399,84.747
19400,84.488
19401,84.358
19402,84.228
19403,83.840
19404,83.710
19405,83.321
19406,83.710
19407,83.062
19408,83.062
19409,82.933
19410,83.192
19411,82.803
19412,82.414
19413,82.285
19414,82.285
19415,81.896
19416,81.766
19417,81.766
19418,81.378
19419,81.507
19420,81.248
19421,80.730
19422,80.730
19423,80.211
19424,80.600
19425,80.082
19426,80.082
19427,79.823
19428,79.693
19429,79.175
19430,79.175
19431,79.175
19432,78.656
19433,78.397
19434,78.527
19435,78.268
19436,78.008
19437,78.008
19438,77.749
19439,77.749
19440,77.231
19441,77.231
19442,76.842
19443,77.101
19444,76.972
19445,76.842
19446,76.583
19447,76.065
19448,76.583
19449,76.194
19450,75.676
19451,75.935
19452,75.935
19453,75.935
19454,75.806
19455,75.806
19456,76.065
19457,76.194
19458,76.583
19459,77.361
19460,78.527
19461,79.823
19462,82.155
19463,84.228
19464,86.690
19465,89.541
19466,92.651
19467,95.632
19468,99.001
19469,102.629
19470,106.257
19471,109.756
19472,113.255
19473,116.754
19474,120.252
19475,123.492
19476,126.213
19477,128.934
19478,131.267
19479,132.822
19480,134.895
19481,135.543
19482,136.191
19483,136.709
19484,136.709
19485,136.191
19486,135.154
19487,134.247
19488,132.692
19489,131.267
19490,129.453
19491,128.027
19492,126.213
19493,124.528
19494,122.973
19495,121.159
19496,119.345
19497,117.661
19498,116.494
19499,115.069
19500,114.291
19501,113.125
19502,112.477
19503,111.441
19504,110.793
19505,110.663
19506,110.534
19507,110.274
19508,109.756
19509,109.756
19510,109.886
19511,109.756
19512,110.145
19513,109.886
19514,110.404
19515,110.145
19516,110.145
19517,109.886
19518,109.756
19519,109.367
19520,108.719
19521,107.812
19522,106.905
19523,106.128
19524,104.832
19525,104.054
19526,102.629
19527,101.592
19528,100.426
19529,99.390
19530,98.612
19531,97.705
19532,96.798
19533,96.409
19534,95.891
19535,95.632
19536,95.243
19537,95.113
19538,95.113
19539,95.113
19540,95.243
19541,95.372
19542,95.632
19543,96.280
19544,96.280
19545,96.927
19546,97.316
19547,97.835
19548,98.482
19549,98.871
19550,98.742
19551,99.390
19552,99.519
19553,99.649
19554,99.519
19555,99.908
19556,100.037
19557,99.908
19558,99.778
19559,99.390
19560,99.001
19561,98.871
19562,98.612
19563,98.094
19564,97.705
19565,97.446
19566,96.798
19567,95.891
19568,96.020
19569,95.372
19570,94.854
19571,94.206
19572,93.818
19573,93.170
19574,92.910
