'Elapsed time','SO2'
'0:27.912',91.910
'0:27.916',91.910
'0:27.920',91.727
'0:27.924',91.666
'0:27.928',91.910
'0:27.932',91.788
'0:27.936',91.666
'0:27.940',91.788
'0:27.944',91.910
'0:27.948',91.788
'0:27.952',91.666
'0:27.956',91.910
'0:27.960',91.788
'0:27.964',91.727
'0:27.968',91.666
'0:27.972',91.910
'0:27.976',91.849
'0:27.980',91.666
'0:27.984',91.666
'0:27.988',91.910
'0:27.992',91.727
'0:27.996',91.666
'0:28.000',91.849
'0:28.004',91.849
'0:28.008',91.788
'0:28.012',91.788
'0:28.016',91.849
'0:28.020',91.666
'0:28.024',91.727
'0:28.028',91.727
'0:28.032',91.788
'0:28.036',91.605
'0:28.040',91.727
'0:28.044',91.727
'0:28.048',91.666
'0:28.052',91.666
'0:28.056',91.849
'0:28.060',91.788
'0:28.064',91.666
'0:28.068',91.727
'0:28.072',91.910
'0:28.076',91.727
'0:28.080',91.543
'0:28.084',91.849
'0:28.088',91.788
'0:28.092',91.727
'0:28.096',91.666
'0:28.100',91.910
'0:28.104',91.666
'0:28.108',91.666
'0:28.112',91.910
'0:28.116',91.910
'0:28.120',91.666
'0:28.124',91.666
'0:28.128',92.033
'0:28.132',91.849
'0:28.136',91.605
'0:28.140',91.666
'0:28.144',91.910
'0:28.148',91.788
'0:28.152',91.666
'0:28.156',91.788
'0:28.160',91.910
'0:28.164',91.666
'0:28.168',91.788
'0:28.172',91.971
'0:28.176',91.727
'0:28.180',91.666
'0:28.184',91.849
'0:28.188',91.910
'0:28.192',91.788
'0:28.196',91.788
'0:28.200',91.727
'0:28.204',91.788
'0:28.208',91.788
'0:28.212',91.849
'0:28.216',91.849
'0:28.220',91.666
'0:28.224',91.788
'0:28.228',91.849
'0:28.232',91.849
'0:28.236',91.666
'0:28.240',91.849
'0:28.244',91.849
'0:28.248',91.727
'0:28.252',91.788
'0:28.256',91.910
'0:28.260',91.727
'0:28.264',91.605
'0:28.268',91.849
'0:28.272',91.910
'0:28.276',91.788
'0:28.280',91.666
'0:28.284',91.849
'0:28.288',91.849
'0:28.292',91.849
'0:28.296',91.666
'0:28.300',91.910
'0:28.304',91.666
'0:28.308',91.666
'0:28.312',91.910
'0:28.316',91.849
'0:28.320',91.666
'0:28.324',91.666
'0:28.328',91.971
'0:28.332',91.788
'0:28.336',91.666
'0:28.340',91.666
'0:28.344',91.910
'0:28.348',91.788
'0:28.352',91.666
'0:28.356',91.788
'0:28.360',91.849
'0:28.364',91.666
'0:28.368',91.666
'0:28.372',91.910
'0:28.376',91.788
'0:28.380',91.788
'0:28.384',91.727
'0:28.388',91.910
'0:28.392',91.727
'0:28.396',91.849
'0:28.400',91.727
'0:28.404',91.727
'0:28.408',91.666
'0:28.412',91.849
'0:28.416',91.727
'0:28.420',91.666
'0:28.424',91.849
'0:28.428',91.910
'0:28.432',91.788
'0:28.436',91.605
'0:28.440',91.788
'0:28.444',91.849
'0:28.448',91.666
'0:28.452',91.727
'0:28.456',91.849
'0:28.460',91.727
'0:28.464',91.543
'0:28.468',91.727
'0:28.472',91.849
'0:28.476',91.727
'0:28.480',91.666
'0:28.484',91.788
'0:28.488',91.727
'0:28.492',91.666
'0:28.496',91.666
'0:28.500',91.910
'0:28.504',91.605
'0:28.508',91.605
'0:28.512',91.788
'0:28.516',91.727
'0:28.520',91.482
'0:28.524',91.543
'0:28.528',91.910
'0:28.532',91.666
'0:28.536',91.666
'0:28.540',91.666
'0:28.544',91.788
'0:28.548',91.605
'0:28.552',91.666
'0:28.556',91.666
'0:28.560',91.666
'0:28.564',91.605
'0:28.568',91.666
'0:28.572',91.727
'0:28.576',91.605
'0:28.580',91.666
'0:28.584',91.666
'0:28.588',91.666
'0:28.592',91.666
'0:28.596',91.666
'0:28.600',91.666
'0:28.604',91.666
'0:28.608',91.605
'0:28.612',91.727
'0:28.616',91.666
'0:28.620',91.482
'0:28.624',91.666
'0:28.628',91.727
'0:28.632',91.666
'0:28.636',91.421
'0:28.640',91.666
'0:28.644',91.666
'0:28.648',91.482
'0:28.652',91.605
'0:28.656',91.788
'0:28.660',91.666
'0:28.664',91.543
'0:28.668',91.666
'0:28.672',91.849
'0:28.676',91.666
'0:28.680',91.543
'0:28.684',91.849
'0:28.688',91.727
'0:28.692',91.605
'0:28.696',91.605
'0:28.700',91.727
'0:28.704',91.605
'0:28.708',91.543
'0:28.712',91.727
'0:28.716',91.727
'0:28.720',91.543
'0:28.724',91.605
'0:28.728',91.727
'0:28.732',91.666
'0:28.736',91.666
'0:28.740',91.605
'0:28.744',91.727
'0:28.748',91.605
'0:28.752',91.605
'0:28.756',91.666
'0:28.760',91.666
'0:28.764',91.605
'0:28.768',91.605
'0:28.772',91.666
'0:28.776',91.666
'0:28.780',91.666
'0:28.784',91.666
'0:28.788',91.666
'0:28.792',91.605
'0:28.796',91.727
'0:28.800',91.543
'0:28.804',91.543
'0:28.808',91.666
'0:28.812',91.788
'0:28.816',91.543
'0:28.820',91.482
'0:28.824',91.605
'0:28.828',91.727
'0:28.832',91.605
'0:28.836',91.543
'0:28.840',91.666
'0:28.844',91.666
'0:28.848',91.482
'0:28.852',91.605
'0:28.856',91.849
'0:28.860',91.605
'0:28.864',91.543
'0:28.868',91.666
'0:28.872',91.788
'0:28.876',91.605
'0:28.880',91.482
'0:28.884',91.788
'0:28.888',91.666
'0:28.892',91.605
'0:28.896',91.605
'0:28.900',91.788
'0:28.904',91.605
'0:28.908',91.666
'0:28.912',91.666
'0:28.916',91.727
'0:28.920',91.482
'0:28.924',91.666
'0:28.928',91.788
'0:28.932',91.605
'0:28.936',91.666
'0:28.940',91.666
'0:28.944',91.788
'0:28.948',91.543
'0:28.952',91.727
'0:28.956',91.666
'0:28.960',91.727
'0:28.964',91.666
'0:28.968',91.666
'0:28.972',91.666
'0:28.976',91.666
'0:28.980',91.727
'0:28.984',91.666
'0:28.988',91.666
'0:28.992',91.605
'0:28.996',91.666
'0:29.000',91.666
'0:29.004',91.543
'0:29.008',91.605
'0:29.012',91.666
'0:29.016',91.605
'0:29.020',91.421
'0:29.024',91.727
'0:29.028',91.788
'0:29.032',91.482
'0:29.036',91.543
'0:29.040',91.727
'0:29.044',91.727
'0:29.048',91.666
'0:29.052',91.605
'0:29.056',91.788
'0:29.060',91.666
'0:29.064',91.605
'0:29.068',91.666
'0:29.072',91.788
'0:29.076',91.543
'0:29.080',91.605
'0:29.084',91.666
'0:29.088',91.605
'0:29.092',91.482
'0:29.096',91.666
'0:29.100',91.788
'0:29.104',91.482
'0:29.108',91.543
'0:29.112',91.666
'0:29.116',91.666
'0:29.120',91.421
'0:29.124',91.666
'0:29.128',91.666
'0:29.132',91.666
'0:29.136',91.421
'0:29.140',91.543
'0:29.144',91.666
'0:29.148',91.421
'0:29.152',91.666
'0:29.156',91.482
'0:29.160',91.543
'0:29.164',91.482
'0:29.168',91.543
'0:29.172',91.543
'0:29.176',91.482
'0:29.180',91.543
'0:29.184',91.666
'0:29.188',91.421
'0:29.192',91.421
'0:29.196',91.666
'0:29.200',91.543
'0:29.204',91.421
'0:29.208',91.482
'0:29.212',91.666
'0:29.216',91.421
'0:29.220',91.421
'0:29.224',91.666
'0:29.228',91.727
'0:29.232',91.421
'0:29.236',91.421
'0:29.240',91.666
'0:29.244',91.666
'0:29.248',91.482
'0:29.252',91.543
'0:29.256',91.727
'0:29.260',91.543
'0:29.264',91.482
'0:29.268',91.543
'0:29.272',91.666
'0:29.276',91.543
'0:29.280',91.543
'0:29.284',91.666
'0:29.288',91.543
'0:29.292',91.482
'0:29.296',91.666
'0:29.300',91.666
'0:29.304',91.421
'0:29.308',91.482
'0:29.312',91.666
'0:29.316',91.605
'0:29.320',91.421
'0:29.324',91.543
'0:29.328',91.605
'0:29.332',91.605
'0:29.336',91.605
'0:29.340',91.666
'0:29.344',91.543
'0:29.348',91.482
'0:29.352',91.543
'0:29.356',91.543
'0:29.360',91.421
'0:29.364',91.482
'0:29.368',91.605
'0:29.372',91.421
'0:29.376',91.543
'0:29.380',91.482
'0:29.384',91.543
'0:29.388',91.482
'0:29.392',91.421
'0:29.396',91.666
'0:29.400',91.543
'0:29.404',91.421
'0:29.408',91.421
'0:29.412',91.666
'0:29.416',91.421
'0:29.420',91.421
'0:29.424',91.482
'0:29.428',91.666
'0:29.432',91.482
'0:29.436',91.605
'0:29.440',91.666
'0:29.444',91.543
'0:29.448',91.482
'0:29.452',91.543
'0:29.456',91.727
'0:29.460',91.605
'0:29.464',91.482
'0:29.468',91.482
'0:29.472',91.666
'0:29.476',91.482
'0:29.480',91.543
'0:29.484',91.543
'0:29.488',91.482
'0:29.492',91.482
'0:29.496',91.666
'0:29.500',91.605
'0:29.504',91.421
'0:29.508',91.543
'0:29.512',91.605
'0:29.516',91.543
'0:29.520',91.421
'0:29.524',91.543
'0:29.528',91.543
'0:29.532',91.543
'0:29.536',91.543
'0:29.540',91.666
'0:29.544',91.543
'0:29.548',91.482
'0:29.552',91.543
'0:29.556',91.543
'0:29.560',91.482
'0:29.564',91.421
'0:29.568',91.666
'0:29.572',91.543
'0:29.576',91.482
'0:29.580',91.605
'0:29.584',91.605
'0:29.588',91.360
'0:29.592',91.421
'0:29.596',91.727
'0:29.600',91.482
'0:29.604',91.360
'0:29.608',91.482
'0:29.612',91.666
'0:29.616',91.421
'0:29.620',91.543
'0:29.624',91.482
'0:29.628',91.666
'0:29.632',91.482
'0:29.636',91.482
'0:29.640',91.666
'0:29.644',91.666
'0:29.648',91.421
'0:29.652',91.482
'0:29.656',91.666
'0:29.660',91.543
'0:29.664',91.482
'0:29.668',91.482
'0:29.672',91.543
'0:29.676',91.482
'0:29.680',91.666
'0:29.684',91.482
'0:29.688',91.482
'0:29.692',91.605
'0:29.696',91.605
'0:29.700',91.543
'0:29.704',91.421
'0:29.708',91.605
'0:29.712',91.605
'0:29.716',91.605
'0:29.720',91.421
'0:29.724',91.605
'0:29.728',91.543
'0:29.732',91.482
'0:29.736',91.605
'0:29.740',91.666
'0:29.744',91.482
'0:29.748',91.543
'0:29.752',91.543
'0:29.756',91.605
'0:29.760',91.543
'0:29.764',91.482
'0:29.768',91.482
'0:29.772',91.482
'0:29.776',91.482
'0:29.780',91.543
'0:29.784',91.666
'0:29.788',91.421
'0:29.792',91.482
'0:29.796',91.727
'0:29.800',91.605
'0:29.804',91.421
'0:29.808',91.482
'0:29.812',91.727
'0:29.816',91.605
'0:29.820',91.543
'0:29.824',91.543
'0:29.828',91.666
'0:29.832',91.482
'0:29.836',91.543
'0:29.840',91.666
'0:29.844',91.605
'0:29.848',91.482
'0:29.852',91.605
'0:29.856',91.666
'0:29.860',91.605
'0:29.864',91.543
'0:29.868',91.543
'0:29.872',91.666
'0:29.876',91.482
'0:29.880',91.666
'0:29.884',91.482
'0:29.888',91.543
'0:29.892',91.543
'0:29.896',91.666
'0:29.900',91.482
'0:29.904',91.482
'0:29.908',91.605
'0:29.912',91.605
'0:29.916',91.543
'0:29.920',91.543
'0:29.924',91.605
'0:29.928',91.605
'0:29.932',91.543
'0:29.936',91.543
'0:29.940',91.666
'0:29.944',91.482
'0:29.948',91.482
'0:29.952',91.543
'0:29.956',91.666
'0:29.960',91.482
'0:29.964',91.482
'0:29.968',91.605
'0:29.972',91.482
'0:29.976',91.543
'0:29.980',91.605
'0:29.984',91.605
'0:29.988',91.421
'0:29.992',91.482
'0:29.996',91.666
'0:30.000',91.666
'0:30.004',91.421
'0:30.008',91.482
'0:30.012',91.727
'0:30.016',91.543
'0:30.020',91.482
'0:30.024',91.482
'0:30.028',91.666
'0:30.032',91.543
'0:30.036',91.605
'0:30.040',91.605
'0:30.044',91.543
'0:30.048',91.482
'0:30.052',91.605
'0:30.056',91.605
'0:30.060',91.666
'0:30.064',91.543
'0:30.068',91.605
'0:30.072',91.605
'0:30.076',91.543
'0:30.080',91.666
'0:30.084',91.543
'0:30.088',91.482
'0:30.092',91.482
'0:30.096',91.727
'0:30.100',91.543
'0:30.104',91.605
'0:30.108',91.605
'0:30.112',91.605
'0:30.116',91.543
'0:30.120',91.543
'0:30.124',91.666
'0:30.128',91.543
'0:30.132',91.482
'0:30.136',91.543
'0:30.140',91.666
'0:30.144',91.482
'0:30.148',91.482
'0:30.152',91.605
'0:30.156',91.666
'0:30.160',91.421
'0:30.164',91.543
'0:30.168',91.666
'0:30.172',91.482
'0:30.176',91.543
'0:30.180',91.666
'0:30.184',91.543
'0:30.188',91.421
'0:30.192',91.482
'0:30.196',91.666
'0:30.200',91.543
'0:30.204',91.421
'0:30.208',91.482
'0:30.212',91.666
'0:30.216',91.605
'0:30.220',91.482
'0:30.224',91.543
'0:30.228',91.605
'0:30.232',91.482
'0:30.236',91.605
'0:30.240',91.482
'0:30.244',91.666
'0:30.248',91.482
'0:30.252',91.543
'0:30.256',91.543
'0:30.260',91.605
'0:30.264',91.666
'0:30.268',91.482
'0:30.272',91.543
'0:30.276',91.543
'0:30.280',91.727
'0:30.284',91.421
'0:30.288',91.543
'0:30.292',91.543
'0:30.296',91.666
'0:30.300',91.482
'0:30.304',91.482
'0:30.308',91.543
'0:30.312',91.666
'0:30.316',91.543
'0:30.320',91.543
'0:30.324',91.605
'0:30.328',91.543
'0:30.332',91.421
'0:30.336',91.482
'0:30.340',91.666
'0:30.344',91.543
'0:30.348',91.543
'0:30.352',91.543
'0:30.356',91.666
'0:30.360',91.482
'0:30.364',91.543
'0:30.368',91.605
'0:30.372',91.605
'0:30.376',91.543
'0:30.380',91.666
'0:30.384',91.666
'0:30.388',91.421
'0:30.392',91.543
'0:30.396',91.543
'0:30.400',91.666
'0:30.404',91.482
'0:30.408',91.666
'0:30.412',91.666
'0:30.416',91.482
'0:30.420',91.482
'0:30.424',91.605
'0:30.428',91.605
'0:30.432',91.482
'0:30.436',91.543
'0:30.440',91.543
'0:30.444',91.605
'0:30.448',91.543
'0:30.452',91.605
'0:30.456',91.482
'0:30.460',91.605
'0:30.464',91.666
'0:30.468',91.482
'0:30.472',91.421
'0:30.476',91.482
'0:30.480',91.666
'0:30.484',91.421
'0:30.488',91.421
'0:30.492',91.543
'0:30.496',91.543
'0:30.500',91.421
'0:30.504',91.421
'0:30.508',91.605
'0:30.512',91.605
'0:30.516',91.421
'0:30.520',91.482
'0:30.524',91.666
'0:30.528',91.543
'0:30.532',91.482
'0:30.536',91.543
'0:30.540',91.666
'0:30.544',91.543
'0:30.548',91.421
'0:30.552',91.543
'0:30.556',91.605
'0:30.560',91.482
'0:30.564',91.605
'0:30.568',91.605
'0:30.572',91.482
'0:30.576',91.543
'0:30.580',91.666
'0:30.584',91.666
'0:30.588',91.482
'0:30.592',91.605
'0:30.596',91.543
'0:30.600',91.666
'0:30.604',91.482
'0:30.608',91.543
'0:30.612',91.482
'0:30.616',91.482
'0:30.620',91.543
'0:30.624',91.605
'0:30.628',91.605
'0:30.632',91.482
'0:30.636',91.543
'0:30.640',91.605
'0:30.644',91.666
'0:30.648',91.605
'0:30.652',91.543
'0:30.656',91.482
'0:30.660',91.543
'0:30.664',91.666
'0:30.668',91.482
'0:30.672',91.482
'0:30.676',91.543
'0:30.680',91.727
'0:30.684',91.482
'0:30.688',91.360
'0:30.692',91.482
'0:30.696',91.666
'0:30.700',91.482
'0:30.704',91.482
'0:30.708',91.666
'0:30.712',91.605
'0:30.716',91.421
'0:30.720',91.421
'0:30.724',91.666
'0:30.728',91.605
'0:30.732',91.482
'0:30.736',91.543
'0:30.740',91.666
'0:30.744',91.482
'0:30.748',91.543
'0:30.752',91.482
'0:30.756',91.666
'0:30.760',91.543
'0:30.764',91.666
'0:30.768',91.666
'0:30.772',91.482
'0:30.776',91.543
'0:30.780',91.666
'0:30.784',91.666
'0:30.788',91.482
'0:30.792',91.543
'0:30.796',91.605
'0:30.800',91.605
'0:30.804',91.482
'0:30.808',91.666
'0:30.812',91.543
'0:30.816',91.543
'0:30.820',91.605
'0:30.824',91.666
'0:30.828',91.543
'0:30.832',91.543
'0:30.836',91.666
'0:30.840',91.605
'0:30.844',91.605
'0:30.848',91.482
'0:30.852',91.482
'0:30.856',91.482
'0:30.860',91.543
'0:30.864',91.666
'0:30.868',91.543
'0:30.872',91.421
'0:30.876',91.482
'0:30.880',91.666
'0:30.884',91.543
'0:30.888',91.421
'0:30.892',91.482
'0:30.896',91.666
'0:30.900',91.421
'0:30.904',91.482
'0:30.908',91.666
'0:30.912',91.605
'0:30.916',91.421
'0:30.920',91.543
'0:30.924',91.666
'0:30.928',91.543
'0:30.932',91.482
'0:30.936',91.482
'0:30.940',91.666
'0:30.944',91.543
'0:30.948',91.543
'0:30.952',91.543
'0:30.956',91.543
'0:30.960',91.543
'0:30.964',91.666
'0:30.968',91.543
'0:30.972',91.421
'0:30.976',91.421
'0:30.980',91.543
'0:30.984',91.666
'0:30.988',91.421
'0:30.992',91.605
'0:30.996',91.543
'0:31.000',91.605
'0:31.004',91.543
'0:31.008',91.666
'0:31.012',91.482
'0:31.016',91.482
'0:31.020',91.666
'0:31.024',91.666
'0:31.028',91.421
'0:31.032',91.605
'0:31.036',91.543
'0:31.040',91.543
'0:31.044',91.543
'0:31.048',91.482
'0:31.052',91.605
'0:31.056',91.421
'0:31.060',91.543
'0:31.064',91.543
'0:31.068',91.605
'0:31.072',91.421
'0:31.076',91.543
'0:31.080',91.666
'0:31.084',91.543
'0:31.088',91.421
'0:31.092',91.543
'0:31.096',91.666
'0:31.100',91.482
'0:31.104',91.543
'0:31.108',91.666
'0:31.112',91.666
'0:31.116',91.482
'0:31.120',91.605
'0:31.124',91.666
'0:31.128',91.666
'0:31.132',91.482
'0:31.136',91.482
'0:31.140',91.666
'0:31.144',91.543
'0:31.148',91.605
'0:31.152',91.482
'0:31.156',91.543
'0:31.160',91.482
'0:31.164',91.666
'0:31.168',91.543
'0:31.172',91.482
'0:31.176',91.666
'0:31.180',91.666
'0:31.184',91.605
'0:31.188',91.482
'0:31.192',91.605
'0:31.196',91.543
'0:31.200',91.605
'0:31.204',91.482
'0:31.208',91.666
'0:31.212',91.482
'0:31.216',91.543
'0:31.220',91.605
'0:31.224',91.605
'0:31.228',91.421
'0:31.232',91.605
'0:31.236',91.605
'0:31.240',91.482
'0:31.244',91.421
'0:31.248',91.543
'0:31.252',91.666
'0:31.256',91.421
'0:31.260',91.482
'0:31.264',91.666
'0:31.268',91.666
'0:31.272',91.421
'0:31.276',91.421
'0:31.280',91.666
'0:31.284',91.605
'0:31.288',91.421
'0:31.292',91.482
'0:31.296',91.666
'0:31.300',91.482
'0:31.304',91.482
'0:31.308',91.543
'0:31.312',91.605
'0:31.316',91.482
'0:31.320',91.482
'0:31.324',91.543
'0:31.328',91.543
'0:31.332',91.482
'0:31.336',91.421
'0:31.340',91.605
'0:31.344',91.543
'0:31.348',91.543
'0:31.352',91.543
'0:31.356',91.543
'0:31.360',91.543
'0:31.364',91.727
'0:31.368',91.482
'0:31.372',91.482
'0:31.376',91.543
'0:31.380',91.666
'0:31.384',91.605
'0:31.388',91.482
'0:31.392',91.605
'0:31.396',91.543
'0:31.400',91.482
'0:31.404',91.482
'0:31.408',91.605
'0:31.412',91.421
'0:31.416',91.543
'0:31.420',91.543
'0:31.424',91.666
'0:31.428',91.421
'0:31.432',91.482
'0:31.436',91.543
'0:31.440',91.543
'0:31.444',91.421
'0:31.448',91.543
'0:31.452',91.666
'0:31.456',91.360
'0:31.460',91.421
'0:31.464',91.666
'0:31.468',91.605
'0:31.472',91.421
'0:31.476',91.543
'0:31.480',91.666
'0:31.484',91.543
'0:31.488',91.482
'0:31.492',91.605
'0:31.496',91.666
'0:31.500',91.482
'0:31.504',91.605
'0:31.508',91.605
'0:31.512',91.666
'0:31.516',91.421
'0:31.520',91.543
'0:31.524',91.605
'0:31.528',91.666
'0:31.532',91.482
'0:31.536',91.666
'0:31.540',91.605
'0:31.544',91.543
'0:31.548',91.605
'0:31.552',91.605
'0:31.556',91.543
'0:31.560',91.482
'0:31.564',91.666
'0:31.568',91.543
'0:31.572',91.421
'0:31.576',91.543
'0:31.580',91.666
'0:31.584',91.421
'0:31.588',91.543
'0:31.592',91.666
'0:31.596',91.543
'0:31.600',91.421
'0:31.604',91.543
'0:31.608',91.605
'0:31.612',91.482
'0:31.616',91.421
'0:31.620',91.482
'0:31.624',91.666
'0:31.628',91.421
'0:31.632',91.543
'0:31.636',91.605
'0:31.640',91.666
'0:31.644',91.360
'0:31.648',91.605
'0:31.652',91.605
'0:31.656',91.421
'0:31.660',91.482
'0:31.664',91.605
'0:31.668',91.543
'0:31.672',91.421
'0:31.676',91.482
'0:31.680',91.543
'0:31.684',91.605
'0:31.688',91.421
'0:31.692',91.543
'0:31.696',91.666
'0:31.700',91.605
'0:31.704',91.482
'0:31.708',91.605
'0:31.712',91.666
'0:31.716',91.605
'0:31.720',91.543
'0:31.724',91.605
'0:31.728',91.543
'0:31.732',91.482
'0:31.736',91.543
'0:31.740',91.482
'0:31.744',91.543
'0:31.748',91.543
'0:31.752',91.482
'0:31.756',91.482
'0:31.760',91.543
'0:31.764',91.666
'0:31.768',91.543
'0:31.772',91.482
'0:31.776',91.605
'0:31.780',91.666
'0:31.784',91.421
'0:31.788',91.482
'0:31.792',91.666
'0:31.796',91.543
'0:31.800',91.482
'0:31.804',91.543
'0:31.808',91.666
'0:31.812',91.482
'0:31.816',91.482
'0:31.820',91.543
'0:31.824',91.605
'0:31.828',91.421
'0:31.832',91.543
'0:31.836',91.605
'0:31.840',91.543
'0:31.844',91.421
'0:31.848',91.605
'0:31.852',91.666
'0:31.856',91.421
'0:31.860',91.543
'0:31.864',91.666
'0:31.868',91.666
'0:31.872',91.421
'0:31.876',91.605
'0:31.880',91.666
'0:31.884',91.666
'0:31.888',91.482
'0:31.892',91.605
'0:31.896',91.605
'0:31.900',91.543
'0:31.904',91.482
'0:31.908',91.666
'0:31.912',91.605
'0:31.916',91.482
'0:31.920',91.666
'0:31.924',91.543
'0:31.928',91.605
'0:31.932',91.543
'0:31.936',91.666
'0:31.940',91.421
'0:31.944',91.605
'0:31.948',91.666
'0:31.952',91.605
'0:31.956',91.482
'0:31.960',91.605
'0:31.964',91.666
'0:31.968',91.482
'0:31.972',91.482
'0:31.976',91.666
'0:31.980',91.788
'0:31.984',91.482
'0:31.988',91.666
'0:31.992',91.666
'0:31.996',91.605
'0:32.000',91.421
'0:32.004',91.543
'0:32.008',91.666
'0:32.012',91.543
'0:32.016',91.482
'0:32.020',91.543
'0:32.024',91.666
'0:32.028',91.421
'0:32.032',91.543
'0:32.036',91.605
'0:32.040',91.605
'0:32.044',91.421
'0:32.048',91.666
'0:32.052',91.605
'0:32.056',91.421
'0:32.060',91.482
'0:32.064',91.666
'0:32.068',91.666
'0:32.072',91.421
'0:32.076',91.666
'0:32.080',91.605
'0:32.084',91.543
'0:32.088',91.421
'0:32.092',91.666
'0:32.096',91.543
'0:32.100',91.543
'0:32.104',91.543
'0:32.108',91.666
'0:32.112',91.666
'0:32.116',91.666
'0:32.120',91.666
'0:32.124',91.543
'0:32.128',91.666
'0:32.132',91.666
'0:32.136',91.666
'0:32.140',91.421
'0:32.144',91.605
'0:32.148',91.666
'0:32.152',91.543
'0:32.156',91.482
'0:32.160',91.482
'0:32.164',91.727
'0:32.168',91.482
'0:32.172',91.482
'0:32.176',91.605
'0:32.180',91.666
'0:32.184',91.482
'0:32.188',91.482
'0:32.192',91.543
'0:32.196',91.543
'0:32.200',91.421
'0:32.204',91.543
'0:32.208',91.666
'0:32.212',91.543
'0:32.216',91.482
'0:32.220',91.543
'0:32.224',91.666
'0:32.228',91.482
'0:32.232',91.666
'0:32.236',91.666
'0:32.240',91.605
'0:32.244',91.543
'0:32.248',91.666
'0:32.252',91.605
'0:32.256',91.482
'0:32.260',91.543
'0:32.264',91.605
'0:32.268',91.605
'0:32.272',91.421
'0:32.276',91.605
'0:32.280',91.543
'0:32.284',91.543
'0:32.288',91.421
'0:32.292',91.666
'0:32.296',91.482
'0:32.300',91.482
'0:32.304',91.605
'0:32.308',91.666
'0:32.312',91.543
'0:32.316',91.543
'0:32.320',91.605
'0:32.324',91.543
'0:32.328',91.666
'0:32.332',91.666
'0:32.336',91.666
'0:32.340',91.421
'0:32.344',91.666
'0:32.348',91.666
'0:32.352',91.605
'0:32.356',91.421
'0:32.360',91.605
'0:32.364',91.727
'0:32.368',91.543
'0:32.372',91.421
'0:32.376',91.605
'0:32.380',91.666
'0:32.384',91.421
'0:32.388',91.421
'0:32.392',91.605
'0:32.396',91.605
'0:32.400',91.421
'0:32.404',91.482
'0:32.408',91.666
'0:32.412',91.605
'0:32.416',91.482
'0:32.420',91.666
'0:32.424',91.605
'0:32.428',91.543
'0:32.432',91.666
'0:32.436',91.605
'0:32.440',91.605
'0:32.444',91.543
'0:32.448',91.727
'0:32.452',91.543
'0:32.456',91.543
'0:32.460',91.482
'0:32.464',91.605
'0:32.468',91.543
'0:32.472',91.482
'0:32.476',91.543
'0:32.480',91.543
'0:32.484',91.543
'0:32.488',91.605
'0:32.492',91.666
'0:32.496',91.421
'0:32.500',91.543
'0:32.504',91.543
'0:32.508',91.666
'0:32.512',91.482
'0:32.516',91.605
'0:32.520',91.666
'0:32.524',91.543
'0:32.528',91.543
'0:32.532',91.605
'0:32.536',91.666
'0:32.540',91.421
'0:32.544',91.543
'0:32.548',91.666
'0:32.552',91.666
'0:32.556',91.360
'0:32.560',91.543
'0:32.564',91.666
'0:32.568',91.543
'0:32.572',91.360
'0:32.576',91.543
'0:32.580',91.605
'0:32.584',91.421
'0:32.588',91.543
'0:32.592',91.605
'0:32.596',91.666
'0:32.600',91.421
'0:32.604',91.605
'0:32.608',91.666
'0:32.612',91.482
'0:32.616',91.482
'0:32.620',91.605
'0:32.624',91.605
'0:32.628',91.543
'0:32.632',91.666
'0:32.636',91.605
'0:32.640',91.543
'0:32.644',91.482
'0:32.648',91.727
'0:32.652',91.543
'0:32.656',91.482
'0:32.660',91.543
'0:32.664',91.666
'0:32.668',91.605
'0:32.672',91.421
'0:32.676',91.482
'0:32.680',91.421
'0:32.684',91.543
'0:32.688',91.605
'0:32.692',91.666
'0:32.696',91.543
'0:32.700',91.482
'0:32.704',91.666
'0:32.708',91.666
'0:32.712',91.421
'0:32.716',91.605
'0:32.720',91.666
'0:32.724',91.543
'0:32.728',91.421
'0:32.732',91.666
'0:32.736',91.666
'0:32.740',91.360
'0:32.744',91.543
'0:32.748',91.666
'0:32.752',91.605
'0:32.756',91.299
'0:32.760',91.605
'0:32.764',91.605
'0:32.768',91.543
'0:32.772',91.360
'0:32.776',91.605
'0:32.780',91.605
'0:32.784',91.482
'0:32.788',91.482
'0:32.792',91.605
'0:32.796',91.605
'0:32.800',91.421
'0:32.804',91.543
'0:32.808',91.605
'0:32.812',91.666
'0:32.816',91.482
'0:32.820',91.605
'0:32.824',91.605
'0:32.828',91.605
'0:32.832',91.605
'0:32.836',91.543
'0:32.840',91.543
'0:32.844',91.543
'0:32.848',91.666
'0:32.852',91.421
'0:32.856',91.421
'0:32.860',91.543
'0:32.864',91.666
'0:32.868',91.482
'0:32.872',91.482
'0:32.876',91.605
'0:32.880',91.543
'0:32.884',91.482
'0:32.888',91.543
'0:32.892',91.666
'0:32.896',91.421
'0:32.900',91.543
'0:32.904',91.666
'0:32.908',91.666
'0:32.912',91.421
'0:32.916',91.666
'0:32.920',91.543
'0:32.924',91.482
'0:32.928',91.421
'0:32.932',91.666
'0:32.936',91.666
'0:32.940',91.360
'0:32.944',91.543
'0:32.948',91.666
'0:32.952',91.605
'0:32.956',91.360
'0:32.960',91.605
'0:32.964',91.666
'0:32.968',91.482
'0:32.972',91.421
'0:32.976',91.666
'0:32.980',91.543
'0:32.984',91.421
'0:32.988',91.543
'0:32.992',91.666
